Organization,Camp Name,Start Date,End Date,Days,Start Time,End Time,Location,Age Range,Grade Range,Price,Description
Club SciKidz Dallas,Pokemon Professors,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Come join us for your next Pokémon adventure! Not only is your goal to “catch ’em all”, but you’ll also be applying scientific theories and conducting experiments along the way. Throughout this new adventure, you’ll meet Pokémon of all types and conduct hands-on science experiments that grant insight into the wonderful world of Pokémon.

Camper activities include:
A chemical reaction Pokémon hatching
Catapult launching to catch your very own Pokémon
Exploring the effectiveness of Pikachu’s electricity
Observing Bug Pokémon and the real insects and organisms they resemble
Reflect on the 3 states of matter with Ditto Slime, and much more.
Are you ready for your greatest Pokémon adventure yet??

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Roblox Coding,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$385.00,"""Ready to take your Roblox skills to the next level? Design and code your own Roblox game with us!

Campers will learn more advanced coding and programming while using Roblox. They will be creating more advanced games in the Roblox Studio using Lua! Campers will be able to use both a drag and drop interface as well as write REAL code for their game! You will be learning to use loops and the random math function to develop a full Roblox game! This is a coding camp!  

*Your camper may also need to bring an 8GB USB Drive- available for purchase during registration or onsite at camp, if interested*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Scientist,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Surgeon,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,4th to 7th,$385.00,"""Campers learn about the life of physicians and surgeons, and are exposed to the important life saving techniques of  first aid. Numerous hands-on projects include using medical instruments, triage and diagnosis, and how to give a shot. We also explore the structures and physiology of the amazing human body.

Projects include:  sheep heart and frog dissection, making herbal medicines, learning to stitch a wound, build a lung model, first aid techniques and splinting.

In addition, each camper will receive a stethoscope, first aid supplies, and take their “Medical Boards” at the end of the week to receive their certificate.

*Formerly known as camp Young Surgeon/ Emergency Medicine*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Surgeon,06/23/2025,06/27/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,4th to 7th,$385.00,"""Campers learn about the life of physicians and surgeons, and are exposed to the important life saving techniques of  first aid. Numerous hands-on projects include using medical instruments, triage and diagnosis, and how to give a shot. We also explore the structures and physiology of the amazing human body.

Projects include:  sheep heart and frog dissection, making herbal medicines, learning to stitch a wound, build a lung model, first aid techniques and splinting.

In addition, each camper will receive a stethoscope, first aid supplies, and take their “Medical Boards” at the end of the week to receive their certificate.

*Formerly known as camp Young Surgeon/ Emergency Medicine*

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,American Doll - New Era,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"NEW in 2025!!

This brand new camp is geared for rising 1st-3rd graders who love dolls! This camp will feature four of the recent modern Girl of the Year characters and one of the characters of the Contemporary Characters line and will be the perfect blend of crafts, STEAM related lessons and activities, and life-lessons that we can learn from each character. Campers are not required to bring their dolls to camp, but are welcome to, as they will be making some crafts and projects specifically for her! We look forward to this exciting new camp!

Some of the STEAM connections your campers will engage in are painting, learning about horses and animals, exploring space and the stars, as well as animation, oceanography, and so much more!

In addition, a few of the important life skills that will be covered during their week of fun are: self confidence, overcoming fears, being a good leader, pursuing dreams, perseverance, and having patience. 

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,Dash & Dot Robotics,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""This popular camp uses Dash and Dot, cleverbots created by Wonder Workshop. They are real robots that can sing, dance, navigate courses, and respond to voice commands. Using a tablet and apps, campers practice coding the robots to participate in a variety of different challenges and to create new behaviors for Dash. Campers will use sensors and different software apps to program their Dash and Dot to complete various challenges. Some activities include designing and creating obstacle courses and paths for Dash and Dot to complete, all programmed by you! Campers will play the iconic game of H-O-R-S-E and launch balls using Dash into a container and create a robot artist utilizing Dash to draw pictures.

Besides the many challenges using Dash and Dot, campers will learn about basic electronics and circuitry using a Snap Circuit board. Some projects include building a circuit to turn on a light and creating a real alarm!

At the end of the week, campers will take home their Snap Circuit board and kit. 

Registration closes at 11:59 pm Friday before each camp week begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Emergency Vet,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$405.00,"Session Options
(Optional items chosen later in registration)
Pre-Camp (Begins at 8:00 AM) View More $30.00
Post-Camp (Ends at 5:30 PM) - Only with Full Day Registration View More $45.00"
Club SciKidz Dallas,Emergency Vet,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,4th to 7th,$405.00,"Session Options
(Optional items chosen later in registration)
Pre-Camp (Begins at 8:00 AM) View More $30.00
Post-Camp (Ends at 5:30 PM) - Only with Full Day Registration View More $45.00"
Club SciKidz Dallas,Grossology,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,1st to 3rd,$385.00,"""Campers will discover loads of horribly fun & gross experiments! Projects focus on blood, bones and body bits! This is science with the squishy bits left in it! Tons of chemistry and biology for the aspiring doctor or scientist! Grossologists will indulge in many other sickening body experiments. This is our most disgusting camp! Sample Projects include Bulging Bag of Brains, Simulated Snot, Baby Diaper Dissection, Eyeball Acrobatics, Bird Barf...and we are only getting started!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Grossology,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Campers will discover loads of horribly fun & gross experiments! Projects focus on blood, bones and body bits! This is science with the squishy bits left in it! Tons of chemistry and biology for the aspiring doctor or scientist! Grossologists will indulge in many other sickening body experiments. This is our most disgusting camp! Sample Projects include Bulging Bag of Brains, Simulated Snot, Baby Diaper Dissection, Eyeball Acrobatics, Bird Barf...and we are only getting started!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Paleontologist,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""This camp offers an exciting introduction into the basics of Paleontology and Geology! This exciting adventure in Paleontology will have your child playing in the dirt and having the time of their lives. Campers will be immersed in hands-on projects that they will take home to continue their adventure. 
Sample Projects include Panning for Gems and Minerals! Crack Open a Geode!  Dig for fossils! Learn about petrified wood and trilobites!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Robot Engineer,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$395.00,"""This camp is a FUN introduction into the world of robotics. Campers will learn about the six simple machines and how they are incorporated into more complex machines. Campers will also learn about circuits and power sources as they build our “Mars-like” RC Rover. The radio-controlled RC Rover is capable of performing 23 experiments and activities. Campers will also have fun constructing our Artbot & Bristlebot!

Campers will be able to take home the robots they build for hours of fun after the camp week has finished! This camp sells out quickly every single year, so don't delay in registering your camper today.

*Formerly known as Little/Young Robot Engineer
Camp Tuition includes the $10 Lab Fee due to extraordinarily high costs of supplies for these labs.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Scientist,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Fun and excitement is fostered by great lessons and hands-on experiments! Our Jr. Scientist camp covers a broad range of fun and exciting science topics in Chemistry, Earth Science, Life Science, Physical Science, and Lab Process Skills. It is by far our most popular summer science camp experience in this age category. Your camper will enjoy the 20 make-and-take projects, and that makes for a fantastic STEM summer!  A $15 lab fee is included in the camp tuition due to the extraordinary amount of supplies for this camp. This camp is formerly known as ""Young Scientist.""

Sample Projects:
Grow - Beast Experiment! Wacky Window Paint! Super Bouncing Balls! Optic Wonders! Wurmz and Dirt! Diving Submarines!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Scientist,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""Fun and excitement is fostered by great lessons and hands-on experiments! Our Jr. Scientist camp covers a broad range of fun and exciting science topics in Chemistry, Earth Science, Life Science, Physical Science, and Lab Process Skills. It is by far our most popular summer science camp experience in this age category. Your camper will enjoy the 20 make-and-take projects, and that makes for a fantastic STEM summer!  A $15 lab fee is included in the camp tuition due to the extraordinary amount of supplies for this camp. This camp is formerly known as ""Young Scientist.""

Sample Projects:
Grow - Beast Experiment! Wacky Window Paint! Super Bouncing Balls! Optic Wonders! Wurmz and Dirt! Diving Submarines!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Veterinary Medicine,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Veterinary Medicine,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Veterinary Medicine,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$395.00,""" One of our BEST sellers from 2024!

Emergency Vet is a camper favorite, and we've been receiving requests for years to create a “Vet Camp” for our younger campers. We are excited to offer Jr. Vet, a brand-new camp for campers going into grade 1st through 3rd this summer!

Campers will begin learning about what a vet is and what they do. They will learn the basic anatomy of and care for both cats and dogs, as well as more advanced care like stitches and broken bones. They'll also spend time learning about the different body systems, including the circulatory, respiratory, and skeleton systems, by creating and making models of these important systems. Campers will even have a visit from a real dog where they will get to practice what they have been learning! Throughout the week, your aspiring veterinarian will do 20 different and engaging hands-on activity and projects! At the end of the week, all campers will bring home their Future Veterinarian Kit and first aid supply kit.

There is a $10 lab fee for this camp due to the extraordinary amount of supplies needed.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Video Game Maker,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""Campers will be using a software program from MIT called Scratch. The program was designed for children, and teaches them the basics of programing as they create animated stories, video games, and interactive artwork.

Using colorful programming blocks, campers drag and “snap” together the blocks to make a character (Sprite) walk, speak, play music, or interact with other sprites.

Since computer programming is considered the new literacy, young people now have an opportunity to put together multimedia programs without any previous programming knowledge. As children create with Scratch, they learn to think creatively, work collaboratively, and reason systematically.

*Formerly known as Camp Jr. Video Game Maker

**Campers will need to bring a USB drive to the camp**

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego WeDo + Scratch Coding,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,1st to 3rd,$385.00,"""NEW in 2025!

Campers get to blend two of our favorite tech based camp themes into one exciting week of learning. The lessons taught in Lego WeDo + Scratch Coding will not just focus on Lego coding separate from Scratch video game creation, but it also allow the two to come together!

Lego WeDo is an easy-to-learn software that will help walk the campers through a variety of build creations. Scratch is coding program that helps learners of all ages build and play their very own video game creations!

Campers do not need any prior coding skills as this is a beginner friendly class. If your camper loves video games and Legos, then this will be the ideal camp for them!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Engineer,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,Pre-K to K,$385.00,"""Sir Isaac Newton never had this much fun! Campers will be immersed into our toy maker’s workshop as they construct and take home several different toy projects during the week. Campers will learn why kaleidoscopes produce such beautiful colors, build and play with a marshmallow shooter, and create the classic rubber band ball. Each project will teach an important physical property. Sample Projects include: Pocket Rocket, Sponge Ball Slingshot, Marshmallow Shooter, Snap Circuit Board.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Zookeeper,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""NEW in 2025!
Does your little learner love to know everything there is to know about the animals of the world? If so, this camp is for YOU!

Camp Little Zookeeper is a theme made for our PreK and Kindergarten aged campers. During this week, campers will explore 5 of the main biomes that make up our globe and the animals that inhabit them. These biomes are: Savannas, Arctic Tundra, Aquatic, Desert, and Rainforest. The daily lessons will really lean into each biome and allow campers to feel immersed in the environment.

A few sample experiments that your camper will experience are making animal prints, creating a mason jar aquarium, building an arctic suncatcher, and so much more!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Minecraft Specialist,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$385.00,"""NEW in 2025!

We have revamped our Minecraft Curriculum for summer 2025! This new camp will utilize Minecraft to help teach campers variety of different science topics while in the world of the game! Join us this summer to see what exciting updates have been planned to a best selling camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Mini Medical School,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$395.00,""" One of our BEST sellers from 2024!

Mini Medical School will introduce campers to the career of being a doctor and all that it entails. They'll practice bandaging the boos-boos of their stuffed animal and caring for the patient, and They'll even get their own medical and first aid kit to bring home at the end of the week! Campers will also be learning about some of the different body systems and organs that keep our bodies alive and functioning. They'll make their own stethoscope and inflatable lungs and models of the heart and the human eyeball! They will even learn about x-rays and learn how doctors use them to figure out if there is a “boo boo” that we can’t see from the outside of the body. Each lesson consists of an engaging hands-on activity or experiment where campers will not only learn but have fun.


Throughout the week, different picture books will be integrated into the lessons, bringing reading and literature into the camp, allowing campers to see, hear, and experience the material."""
Club SciKidz Dallas,Mini Medical School,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,Pre-K to K,$395.00,""" One of our BEST sellers from 2024!

Mini Medical School will introduce campers to the career of being a doctor and all that it entails. They'll practice bandaging the boos-boos of their stuffed animal and caring for the patient, and They'll even get their own medical and first aid kit to bring home at the end of the week! Campers will also be learning about some of the different body systems and organs that keep our bodies alive and functioning. They'll make their own stethoscope and inflatable lungs and models of the heart and the human eyeball! They will even learn about x-rays and learn how doctors use them to figure out if there is a “boo boo” that we can’t see from the outside of the body. Each lesson consists of an engaging hands-on activity or experiment where campers will not only learn but have fun.


Throughout the week, different picture books will be integrated into the lessons, bringing reading and literature into the camp, allowing campers to see, hear, and experience the material."""
Club SciKidz Dallas,Mini Medical School,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,Pre-K to K,$395.00,""" One of our BEST sellers from 2024!

Mini Medical School will introduce campers to the career of being a doctor and all that it entails. They'll practice bandaging the boos-boos of their stuffed animal and caring for the patient, and They'll even get their own medical and first aid kit to bring home at the end of the week! Campers will also be learning about some of the different body systems and organs that keep our bodies alive and functioning. They'll make their own stethoscope and inflatable lungs and models of the heart and the human eyeball! They will even learn about x-rays and learn how doctors use them to figure out if there is a “boo boo” that we can’t see from the outside of the body. Each lesson consists of an engaging hands-on activity or experiment where campers will not only learn but have fun.


Throughout the week, different picture books will be integrated into the lessons, bringing reading and literature into the camp, allowing campers to see, hear, and experience the material."""
Club SciKidz Dallas,Pokemon Professors,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"""Come join us for your next Pokémon adventure! Not only is your goal to “catch ’em all”, but you’ll also be applying scientific theories and conducting experiments along the way. Throughout this new adventure, you’ll meet Pokémon of all types and conduct hands-on science experiments that grant insight into the wonderful world of Pokémon.

Camper activities include:
A chemical reaction Pokémon hatching
Catapult launching to catch your very own Pokémon
Exploring the effectiveness of Pikachu’s electricity
Observing Bug Pokémon and the real insects and organisms they resemble
Reflect on the 3 states of matter with Ditto Slime, and much more.
Are you ready for your greatest Pokémon adventure yet??

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Scientist,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,One Community Church- Lewisville,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Scientist,07/07/2025,07/11/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Adventures in Minecraft Game,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"In this new innovative experience, campers will become engineers and architects as they build, explore, and survive in their Minecraft world.

Campers will learn about the connection between digital and real–world environments and explore hands–on how real–world environments inspire game designers to create biomes in games. Using Minecraft Education Edition, campers will work together to create settlements in one of the many biomes Minecraft has to offer and even learn about those same biomes in the real world!

Towards the end of the week, the campers will put their builds to the ultimate test and defend their settlements from invasions. And never fear, before camp is over, campers will get a chance to do what all Minecraft players love to do: DESTROY!

It is no longer necessary for campers to bring login information for their personal Minecraft accounts. We will provide everything they need.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll Adventures,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Walnut Hill Church,3-14,1st to 3rd,$385.00,"This the original American Doll camp and is a perennial favorite. American Doll Adventures takes campers through a journey  with the popular, historical doll characters!

While we encourage all campers to bring their dolls and plenty of enthusiasm (any brand doll is fine!), the camp is so much more than just “playing with dolls.” Girls will have a blast as they unleash their creativity by integrating the components of STEAM-Science, Technology, Engineering, Art, and Math.

Our American Doll Adventures Campers will bake a yummy dessert, sew a quilt for their doll, create an art masterpiece, study historical characters, perform some stunning science experiments, and complete an engineering build to name a just a few of this action packed week.  The week will also be sprinkled with tea parties, games, story telling, American doll characters, and plenty of fun and laughter.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll Adventures,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"This the original American Doll camp and is a perennial favorite. American Doll Adventures takes campers through a journey  with the popular, historical doll characters!

While we encourage all campers to bring their dolls and plenty of enthusiasm (any brand doll is fine!), the camp is so much more than just “playing with dolls.” Girls will have a blast as they unleash their creativity by integrating the components of STEAM-Science, Technology, Engineering, Art, and Math.

Our American Doll Adventures Campers will bake a yummy dessert, sew a quilt for their doll, create an art masterpiece, study historical characters, perform some stunning science experiments, and complete an engineering build to name a just a few of this action packed week.  The week will also be sprinkled with tea parties, games, story telling, American doll characters, and plenty of fun and laughter.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,Dash & Dot Robotics,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""This popular camp uses Dash and Dot, cleverbots created by Wonder Workshop. They are real robots that can sing, dance, navigate courses, and respond to voice commands. Using a tablet and apps, campers practice coding the robots to participate in a variety of different challenges and to create new behaviors for Dash. Campers will use sensors and different software apps to program their Dash and Dot to complete various challenges. Some activities include designing and creating obstacle courses and paths for Dash and Dot to complete, all programmed by you! Campers will play the iconic game of H-O-R-S-E and launch balls using Dash into a container and create a robot artist utilizing Dash to draw pictures.

Besides the many challenges using Dash and Dot, campers will learn about basic electronics and circuitry using a Snap Circuit board. Some projects include building a circuit to turn on a light and creating a real alarm!

At the end of the week, campers will take home their Snap Circuit board and kit. 

Registration closes at 11:59 pm Friday before each camp week begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Great Masters,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,4th to 7th,$385.00,"""Design, draw, build, construct, paint and sculpt as you explore the great artists and engineers of the world while creating your own distinctive flair! Travel throughout time as you experiment with thick paints like Van Gogh, go wild with clay a la Pablo Picasso, design 3D Nevelson installations, experience first-hand the challenge of doing Michelangelo’s ceiling paintings, discover the playful work of Matisse, and create self-portraits like Frida Kahlo. Learn design engineering skills to build a castle like architect Julia Morgan’s Hearst castle, construct a prototype flying machine like Leonardo da Vinci and the Wright Brothers, and fashion rescue bots via Robin Murphy. This is truly a STEAM camp – it beautifully blends science, tech, engineering, art, and math (and even some history!) for a week of fun!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Eco Explorer,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,One Community Church- Plano,3-14,1st to 3rd,$385.00,"""What better place to explore than nature that is right outside our door? Campers will not only learn about this amazing planet with live on but learn how we can help keep it beautiful and healthy! They'll be arborists as they learn about different kinds or trees and even plant a pine tree. Next, They'll become entomologists as they do activities and experiments related to spiders, butterflies, and other insects. They'll discover that although sometimes insects may appear scary or frightening, they actually aren’t and even help us! Campers will explore the organisms and habitats of different ecosystems learn ways to take care of the planet we live on. They'll become experts on the “three Rs”.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Physician,07/14/2025,07/18/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Make NO bones about it; this camp is for the aspiring “Young Physician”. Campers will learn that their bodies are miles of blood vessels, hundreds of muscles, many thousands of hairs, a furnace, a filter, AND a fancy computer! Your Young Physician will really have a pulse on the human body with this camp. Campers receive their own stethoscope and percussion hammer.

If there is a future doctor in your house-this is the camp for them!

Sample Projects: Building a Lung Model! Testing for Germs! Build a Spinal Column! Skin Prints! Experiments in Anatomy and Physiology!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
